### 01100	Metabolic pathways
sacce:4439	K11204
sacce:5449	K03108
sacce:2628	K10956
sacce:1344	K09540
sacce:4429	K03104
sacce:2234	K12275
sacce:683	K12948
sacce:2256	K03107
sacce:4103	K09647
sacce:5196	K03217
sacce:975	K12947
sacce:16	K09481
sacce:2900	K09648
sacce:4473	K12272
sacce:3561	K03106
sacce:5601	K07342
sacce:3981	K03105
sacce:2498	K10956
sacce:4395	K12946
sacce:679	K09490
sacce:6562	K13280
sacce:5271	K09481

### 04141	Protein processing in endoplasmic reticulum
sacce:883	K07953
sacce:2022	K12691
sacce:209	K09518
sacce:2716	K03283
sacce:454	K04079
sacce:4673	K14017
sacce:2336	K04523
sacce:3442	K03283
sacce:1111	K14013
sacce:2160	K13989
sacce:16	K09481
sacce:6440	K12669
sacce:4713	K09523
sacce:2301	K03237
sacce:3222	K14002
sacce:3882	K14003
sacce:1677	K12670
sacce:945	K14009
sacce:715	K10601
sacce:3916	K09486
sacce:3172	K14005
sacce:1652	K14016
sacce:3657	K14024
sacce:4920	K05546
sacce:5601	K07342
sacce:679	K09490
sacce:5271	K09481
sacce:1944	K01456
sacce:2865	K04554
sacce:4648	K10088
sacce:5474	K14018
sacce:392	K13996
sacce:3011	K14007
sacce:3423	K09485
sacce:2532	K13719
sacce:5019	K09580
sacce:2498	K10956
sacce:448	K14012
sacce:1344	K09540
sacce:730	K07151
sacce:704	K00730
sacce:4277	K12666
sacce:2628	K10956
sacce:3708	K16196
sacce:2241	K09485
sacce:5407	K06689
sacce:2853	K12669
sacce:5535	K08054
sacce:736	K10597
sacce:892	K14007
sacce:855	K09580
sacce:5455	K14003
sacce:5022	K01230
sacce:2234	K12275
sacce:6483	K03283
sacce:2982	K01228
sacce:5441	K03868
sacce:3019	K06689
sacce:2326	K13525
sacce:1907	K14015
sacce:3103	K14022
sacce:2827	K14007
sacce:5639	K12667
sacce:2048	K04079
sacce:3167	K01230
sacce:2641	K09503
sacce:3682	K03094
sacce:5965	K13993
sacce:885	K10080
sacce:256	K08852
sacce:6317	K10661
sacce:4554	K13989
sacce:1902	K14006
sacce:5751	K14023
sacce:1854	K13993
sacce:6099	K04555
sacce:2876	K03283
sacce:5381	K14004
sacce:5042	K09584
sacce:1187	K10839
sacce:6289	K14001
sacce:3702	K03347
sacce:5454	K03283
sacce:2868	K10080
sacce:3780	K11718
sacce:1340	K12668

### 04130	SNARE interactions in vesicular transport
sacce:6135	K08489
sacce:1393	K08488
sacce:4546	K08495
sacce:2903	K08492
sacce:6048	K08513
sacce:46	K08493
sacce:3546	K08501
sacce:1197	K08507
sacce:201	K08496
sacce:3114	K08513
sacce:3933	K08505
sacce:1477	K08502
sacce:6065	K08486
sacce:1366	K08504
sacce:137	K08486
sacce:1084	K08497
sacce:6466	K08499
sacce:4595	K08490
sacce:6644	K08488
sacce:6568	K08516
sacce:2757	K08517

### 04120	Ubiquitin mediated proteolysis
sacce:3702	K03347
sacce:2291	K10685
sacce:4035	K03872
sacce:866	K10573
sacce:3573	K03351
sacce:6099	K04555
sacce:5571	K06688
sacce:3380	K10590
sacce:4002	K03350
sacce:1790	K12416
sacce:3682	K03094
sacce:5924	K03355
sacce:3019	K06689
sacce:5441	K03868
sacce:2925	K10577
sacce:3544	K03353
sacce:3584	K03363
sacce:1316	K10589
sacce:29	K03869
sacce:824	K10576
sacce:736	K10597
sacce:1639	K10599
sacce:4218	K02207
sacce:5407	K06689
sacce:6089	K03360
sacce:497	K03352
sacce:5260	K03178
sacce:4885	K03348
sacce:2281	K04706
sacce:6133	K04649
sacce:3477	K03349
sacce:339	K03357
sacce:6187	K10570
sacce:2963	K10579
sacce:2865	K04554
sacce:143	K10592
sacce:2654	K03364
sacce:2948	K10684
sacce:961	K10580
sacce:715	K10601
sacce:955	K10686
sacce:227	K03361
sacce:3515	K03358
sacce:2509	K03359
sacce:4307	K03356
sacce:595	K10591
sacce:3512	K10259

### 04122	Sulfur relay system
sacce:3813	K00566
sacce:452	K04487
sacce:5901	K14168
sacce:516	K14171
sacce:508	K01011
sacce:2141	K12161
sacce:3366	K14169
sacce:1876	K11996

### 03050	Proteasome
sacce:2356	K03035
sacce:6456	K03032
sacce:86	K10881
sacce:4419	K03064
sacce:310	K02726
sacce:1309	K02734
sacce:2431	K02729
sacce:1554	K02738
sacce:6413	K06699
sacce:6525	K02731
sacce:4421	K02732
sacce:5339	K03030
sacce:2334	K02727
sacce:1941	K06691
sacce:5931	K03031
sacce:4377	K03037
sacce:3288	K03028
sacce:6592	K03036
sacce:2443	K02728
sacce:4459	K02730
sacce:3090	K03063
sacce:3978	K02737
sacce:6627	K02736
sacce:1923	K03029
sacce:2322	K03061
sacce:590	K03038
sacce:6439	K02739
sacce:5329	K03065
sacce:603	K03033
sacce:4666	K02735
sacce:2150	K03039
sacce:1978	K03066
sacce:686	K11599
sacce:895	K02725
sacce:875	K03062
sacce:5130	K10881

### 03018	RNA degradation
sacce:3046	K01689
sacce:4493	K12591
sacce:1653	K12612
sacce:2693	K12571
sacce:6506	K12619
sacce:5739	K12617
sacce:6220	K03681
sacce:3142	K12613
sacce:6555	K12626
sacce:2966	K12599
sacce:61	K12605
sacce:329	K12608
sacce:296	K12614
sacce:2034	K12621
sacce:6302	K04043
sacce:3186	K12596
sacce:2384	K12580
sacce:1153	K12587
sacce:891	K12581
sacce:4239	K12594
sacce:20	K12572
sacce:6132	K12597
sacce:4825	K12585
sacce:3386	K12589
sacce:2870	K01689
sacce:5105	K12622
sacce:4876	K12603
sacce:4180	K12627
sacce:5760	K10643
sacce:3864	K12606
sacce:3440	K07573
sacce:1663	K13126
sacce:66	K00850
sacce:2152	K12609
sacce:1712	K12580
sacce:4024	K03678
sacce:1202	K12604
sacce:1965	K12590
sacce:5982	K12601
sacce:5085	K12625
sacce:4742	K12620
sacce:288	K12595
sacce:139	K12624
sacce:3638	K03514
sacce:697	K12623
sacce:3725	K12600
sacce:1016	K12598
sacce:2053	K03679
sacce:36	K12615
sacce:3779	K12597
sacce:3746	K12586
sacce:3912	K04077
sacce:5101	K11600
sacce:3018	K12618
sacce:1519	K12609
sacce:92	K12584
sacce:2471	K12592
sacce:4533	K00850
sacce:4399	K01689
sacce:1346	K01689

### 03030	DNA replication
sacce:1181	K10755
sacce:3722	K02209
sacce:2568	K10756
sacce:5398	K02325
sacce:1473	K03469
sacce:4878	K10747
sacce:4263	K03506
sacce:3667	K02327
sacce:3962	K02328
sacce:3902	K02320
sacce:3323	K02326
sacce:4542	K10739
sacce:4581	K02324
sacce:5379	K07466
sacce:1629	K10755
sacce:173	K02212
sacce:3060	K04799
sacce:5660	K04802
sacce:4050	K02321
sacce:5473	K10756
sacce:6303	K02540
sacce:5079	K03504
sacce:2337	K10754
sacce:5524	K10743
sacce:1740	K10742
sacce:1104	K02685
sacce:6459	K02542
sacce:5156	K02541
sacce:6013	K02210
sacce:76	K03506
sacce:268	K02684

### 03410	Base excision repair
sacce:1702	K03648
sacce:5398	K02325
sacce:3300	K10771
sacce:5040	K10773
sacce:4878	K10747
sacce:3841	K01247
sacce:3667	K02327
sacce:3962	K02328
sacce:4263	K03506
sacce:3060	K04799
sacce:4581	K02324
sacce:3323	K02326
sacce:2775	K10773
sacce:5660	K04802
sacce:5079	K03504
sacce:76	K03506
sacce:1624	K10772
sacce:5164	K03660

### 03420	Nucleotide excision repair
sacce:76	K03506
sacce:3499	K02202
sacce:6027	K03142
sacce:2337	K10754
sacce:2740	K10844
sacce:5079	K03504
sacce:4799	K10849
sacce:5773	K03144
sacce:4553	K03143
sacce:6263	K10846
sacce:5473	K10756
sacce:5660	K04802
sacce:4352	K10848
sacce:3829	K10845
sacce:528	K03657
sacce:1187	K10839
sacce:1629	K10755
sacce:5379	K07466
sacce:4542	K10739
sacce:3323	K02326
sacce:4581	K02324
sacce:64	K10843
sacce:4263	K03506
sacce:5830	K10838
sacce:3962	K02328
sacce:3667	K02327
sacce:5441	K03868
sacce:4878	K10747
sacce:2689	K06634
sacce:5443	K10842
sacce:5398	K02325
sacce:2568	K10756
sacce:4915	K10847
sacce:1181	K10755
sacce:3180	K10841
sacce:1767	K03141
sacce:6187	K10570

### 03430	Mismatch repair
sacce:1181	K10755
sacce:2568	K10756
sacce:4665	K08739
sacce:4878	K10747
sacce:3667	K02327
sacce:3962	K02328
sacce:3170	K10858
sacce:4542	K10739
sacce:3558	K10746
sacce:5379	K07466
sacce:1629	K10755
sacce:528	K03657
sacce:5660	K04802
sacce:558	K08737
sacce:2549	K08735
sacce:5473	K10756
sacce:5079	K03504
sacce:4686	K08736
sacce:2513	K08734
sacce:2337	K10754

### 03440	Homologous recombination
sacce:3425	K10958
sacce:1533	K10877
sacce:2913	K10868
sacce:3965	K08991
sacce:2226	K10875
sacce:3977	K04728
sacce:5079	K03504
sacce:2436	K10901
sacce:86	K10881
sacce:328	K10873
sacce:2165	K04482
sacce:3687	K10865
sacce:5130	K10881
sacce:3962	K02328
sacce:3667	K02327
sacce:692	K03165
sacce:2539	K10957
sacce:1528	K10959
sacce:4542	K10739
sacce:5379	K07466
sacce:2781	K10866

### 03450	Non-homologous end-joining
sacce:420	K10777
sacce:6012	K10885
sacce:3687	K10865
sacce:4668	K10983
sacce:868	K10884
sacce:2781	K10866
sacce:3060	K04799
sacce:2499	K10981
sacce:2913	K10868
sacce:5360	K10982

### 03460	Fanconi anemia pathway
sacce:5379	K07466
sacce:4542	K10739
sacce:2959	K03515
sacce:3170	K10858
sacce:692	K03165
sacce:3999	K02350
sacce:333	K15364
sacce:2448	K03509
sacce:2165	K04482
sacce:2436	K10901
sacce:1827	K03508
sacce:2513	K08734
sacce:4799	K10849
sacce:4089	K11137
sacce:3965	K08991
sacce:792	K15078
sacce:4352	K10848
sacce:4280	K15079

### 02010	ABC transporters
sacce:1835	K15628
sacce:4106	K08711
sacce:89	K15628
sacce:5623	K08712
sacce:2375	K05658
sacce:4226	K05663

### 02060	Phosphotransferase system (PTS)

### 03070	Bacterial secretion system
sacce:3561	K03106
sacce:5196	K03217

### 02020	Two-component system
sacce:4269	K01077
sacce:381	K11230
sacce:6470	K08738
sacce:4568	K00412
sacce:5939	K01915
sacce:6663	K11230
sacce:2933	K11231
sacce:2132	K00412
sacce:2122	K00027
sacce:5290	K00412
sacce:1508	K11232
sacce:5093	K08738
sacce:5248	K00626
sacce:6224	K00411
sacce:255	K11233
sacce:5768	K00413
sacce:4740	K02259
sacce:3449	K15859
sacce:2354	K00412

### 04014	Ras signaling pathway
sacce:1593	K03099
sacce:6494	K10632
sacce:1940	K04393
sacce:5158	K04371
sacce:6	K04513
sacce:2032	K04345
sacce:2863	K04345
sacce:4380	K02183
sacce:4350	K04409
sacce:2838	K07836
sacce:5121	K04345
sacce:4488	K04536
sacce:1620	K07827
sacce:67	K07941
sacce:4335	K07827
sacce:6123	K02677
sacce:4178	K07889
sacce:3616	K04371
sacce:1066	K01115
sacce:5897	K17637
sacce:5906	K07889

### 04015	Rap1 signaling pathway
sacce:5158	K04371
sacce:1940	K04393
sacce:6084	K05692
sacce:4380	K02183
sacce:6	K04513
sacce:2838	K07836
sacce:1620	K07827
sacce:4696	K04441
sacce:4335	K07827
sacce:6123	K02677
sacce:2514	K05759
sacce:3616	K04371
sacce:6641	K04630

### 04010	MAPK signaling pathway
sacce:1620	K07827
sacce:4350	K04409
sacce:2838	K07836
sacce:5121	K04345
sacce:3442	K03283
sacce:2716	K03283
sacce:2032	K04345
sacce:2863	K04345
sacce:5158	K04371
sacce:1940	K04393
sacce:1593	K03099
sacce:794	K04460
sacce:3616	K04371
sacce:5454	K03283
sacce:6348	K04348
sacce:4273	K04348
sacce:2876	K03283
sacce:3160	K06268
sacce:6123	K02677
sacce:2804	K04464
sacce:4335	K07827
sacce:4696	K04441
sacce:4867	K04459
sacce:6483	K03283

### 04013	MAPK signaling pathway - fly
sacce:1889	K04564
sacce:1593	K03099
sacce:5870	K04508
sacce:1130	K04564
sacce:4669	K04564
sacce:5158	K04371
sacce:1620	K07827
sacce:4	K20223
sacce:6614	K04382
sacce:5407	K06689
sacce:4696	K04441
sacce:3019	K06689
sacce:4335	K07827
sacce:3735	K04382
sacce:602	K20223
sacce:2514	K05759
sacce:3033	K14290
sacce:3616	K04371

### 04011	MAPK signaling pathway - yeast
sacce:1199	K12760
sacce:2614	K02515
sacce:577	K19833
sacce:2366	K06009
sacce:2116	K02218
sacce:255	K11233
sacce:741	K06276
sacce:2235	K06652
sacce:6232	K07973
sacce:1837	K09468
sacce:5484	K06651
sacce:382	K11215
sacce:6183	K11238
sacce:3616	K04371
sacce:2271	K09468
sacce:4170	K19845
sacce:5062	K11228
sacce:4965	K11213
sacce:6581	K02220
sacce:1681	K19841
sacce:2516	K19812
sacce:2727	K11229
sacce:6178	K04627
sacce:1190	K11243
sacce:1508	K11232
sacce:5257	K06666
sacce:3601	K11241
sacce:4857	K19839
sacce:305	K03781
sacce:776	K03085
sacce:2803	K11234
sacce:2574	K11245
sacce:3508	K19840
sacce:2188	K00888
sacce:4360	K19839
sacce:3639	K08294
sacce:1867	K01383
sacce:701	K02220
sacce:5096	K12412
sacce:4696	K04441
sacce:910	K11236
sacce:2230	K11227
sacce:2814	K11244
sacce:2804	K04464
sacce:4894	K00889
sacce:1581	K11240
sacce:6669	K19806
sacce:1980	K09448
sacce:2492	K00006
sacce:2409	K19807
sacce:5917	K00706
sacce:6312	K19850
sacce:6123	K02677
sacce:3371	K11235
sacce:4379	K11242
sacce:4486	K11237
sacce:4880	K11244
sacce:2327	K19704
sacce:4616	K19860
sacce:4350	K04409
sacce:5927	K09051
sacce:3958	K11239
sacce:42	K19806
sacce:6034	K00006
sacce:638	K03781
sacce:2877	K11226
sacce:4488	K04536
sacce:3822	K11244
sacce:152	K08294
sacce:4337	K11245
sacce:1956	K11235
sacce:78	K15174
sacce:381	K11230
sacce:6377	K06630
sacce:1080	K19816
sacce:5955	K19848
sacce:3110	K19844
sacce:2001	K19838
sacce:3580	K17971
sacce:4984	K06276
sacce:1137	K02516
sacce:3694	K19815
sacce:3212	K19843
sacce:5802	K02555
sacce:1517	K06630
sacce:2680	K04563
sacce:1940	K04393
sacce:900	K06665
sacce:1525	K00706
sacce:4835	K11234
sacce:6105	K02218
sacce:5158	K04371
sacce:4983	K00706
sacce:2477	K06650
sacce:5268	K06276
sacce:1113	K19849
sacce:3232	K06648
sacce:5926	K09265
sacce:1651	K19846
sacce:2598	K11246
sacce:3347	K06651
sacce:1259	K19842
sacce:1213	K06009
sacce:6	K04513
sacce:2466	K19842
sacce:2933	K11231
sacce:6663	K11230
sacce:5058	K17741
sacce:1412	K19851
sacce:595	K10591
sacce:3134	K06649
sacce:3143	K19847
sacce:5860	K03114

### 04012	ErbB signaling pathway
sacce:1370	K07203
sacce:4350	K04409
sacce:1620	K07827
sacce:5158	K04371
sacce:1593	K03099
sacce:3616	K04371
sacce:3339	K07203
sacce:4335	K07827
sacce:6123	K02677

### 04310	Wnt signaling pathway
sacce:3702	K03347
sacce:4807	K04499
sacce:6348	K04348
sacce:6257	K03115
sacce:4273	K04348
sacce:3160	K06268
sacce:4324	K03115
sacce:3682	K03094
sacce:5441	K03868
sacce:6123	K02677
sacce:5121	K04345
sacce:2474	K03097
sacce:3493	K03097
sacce:5870	K04508
sacce:2032	K04345
sacce:2863	K04345
sacce:6	K04513

### 04330	Notch signaling pathway
sacce:5219	K06062
sacce:771	K06063
sacce:2633	K06067

### 04340	Hedgehog signaling pathway
sacce:29	K03869
sacce:3702	K03347
sacce:2863	K04345
sacce:2032	K04345
sacce:5121	K04345

### 04350	TGF-beta signaling pathway
sacce:5441	K03868
sacce:3735	K04382
sacce:3682	K03094
sacce:3616	K04371
sacce:3702	K03347
sacce:6	K04513
sacce:5158	K04371
sacce:6614	K04382
sacce:939	K03456

### 04390	Hippo signaling pathway
sacce:6377	K06630
sacce:6614	K04382
sacce:939	K03456
sacce:2919	K06269
sacce:1619	K04354
sacce:6084	K05692
sacce:1517	K06630
sacce:3735	K04382
sacce:5160	K06269
sacce:4560	K06269
sacce:1980	K09448
sacce:5405	K06685
sacce:4241	K06269

### 04391	Hippo signaling pathway - fly
sacce:1517	K06630
sacce:6084	K05692
sacce:1619	K04354
sacce:939	K03456
sacce:6436	K16675
sacce:6614	K04382
sacce:6377	K06630
sacce:5405	K06685
sacce:1980	K09448
sacce:3735	K04382

### 04370	VEGF signaling pathway
sacce:5158	K04371
sacce:1940	K04393
sacce:1620	K07827
sacce:4696	K04441
sacce:4335	K07827
sacce:5461	K04718
sacce:6123	K02677
sacce:6348	K04348
sacce:3616	K04371
sacce:3160	K06268
sacce:4273	K04348
sacce:1380	K04718

### 04630	Jak-STAT signaling pathway
sacce:2281	K04706
sacce:6409	K04705
sacce:3339	K07203
sacce:1593	K03099
sacce:1370	K07203

### 04064	NF-kappa B signaling pathway
sacce:3977	K04728
sacce:3493	K03097
sacce:2474	K03097
sacce:4324	K03115
sacce:6257	K03115
sacce:2925	K10577

### 04668	TNF signaling pathway
sacce:3616	K04371
sacce:1793	K17065
sacce:1056	K17065
sacce:4696	K04441
sacce:5158	K04371

### 04066	HIF-1 signaling pathway
sacce:6123	K02677
sacce:5441	K03868
sacce:6616	K03259
sacce:3339	K07203
sacce:3616	K04371
sacce:3046	K01689
sacce:4035	K03872
sacce:3191	K02991
sacce:1917	K00134
sacce:3922	K00844
sacce:2973	K00844
sacce:2239	K00844
sacce:4399	K01689
sacce:1346	K01689
sacce:5282	K00134
sacce:5082	K00162
sacce:2773	K00844
sacce:5158	K04371
sacce:4489	K00844
sacce:1409	K00161
sacce:2947	K00134
sacce:2870	K01689
sacce:1370	K07203

### 04068	FoxO signaling pathway
sacce:4984	K06276
sacce:3977	K04728
sacce:1620	K07827
sacce:1054	K08341
sacce:1345	K13303
sacce:2802	K11434
sacce:638	K03781
sacce:5268	K06276
sacce:4669	K04564
sacce:1130	K04564
sacce:5158	K04371
sacce:1593	K03099
sacce:1889	K04564
sacce:3616	K04371
sacce:741	K06276
sacce:777	K13303
sacce:4696	K04441
sacce:4335	K07827
sacce:4196	K08336
sacce:1908	K11838
sacce:305	K03781

### 04020	Calcium signaling pathway
sacce:2032	K04345
sacce:2863	K04345
sacce:4380	K02183
sacce:3987	K05863
sacce:6694	K05857
sacce:5121	K04345
sacce:6123	K02677
sacce:6550	K15040
sacce:5461	K04718
sacce:1380	K04718
sacce:4273	K04348
sacce:3160	K06268
sacce:5701	K05863
sacce:1048	K05863
sacce:6348	K04348

### 04070	Phosphatidylinositol signaling system
sacce:6123	K02677
sacce:4894	K00889
sacce:2188	K00888
sacce:1599	K01092
sacce:4747	K13711
sacce:5032	K20279
sacce:2657	K01092
sacce:4889	K01106
sacce:856	K20279
sacce:541	K20279
sacce:4438	K00981
sacce:4380	K02183
sacce:5789	K00999
sacce:1242	K19801
sacce:349	K00914
sacce:4805	K00915
sacce:3424	K00921
sacce:6694	K05857
sacce:5335	K19786

### 04022	cGMP-PKG signaling pathway
sacce:6	K04513
sacce:2919	K06269
sacce:4380	K02183
sacce:3987	K05863
sacce:5158	K04371
sacce:6641	K04630
sacce:5160	K06269
sacce:4560	K06269
sacce:3160	K06268
sacce:4273	K04348
sacce:6348	K04348
sacce:1048	K05863
sacce:5701	K05863
sacce:3616	K04371
sacce:6550	K15040
sacce:4241	K06269

### 04151	PI3K-Akt signaling pathway
sacce:5158	K04371
sacce:1517	K06630
sacce:1593	K03099
sacce:5928	K08266
sacce:190	K07204
sacce:4816	K00693
sacce:454	K04079
sacce:1619	K04354
sacce:5268	K06276
sacce:4488	K04536
sacce:1370	K07203
sacce:939	K03456
sacce:1345	K13303
sacce:4984	K06276
sacce:6614	K04382
sacce:1620	K07827
sacce:6377	K06630
sacce:4335	K07827
sacce:6616	K03259
sacce:6123	K02677
sacce:6044	K00693
sacce:593	K07208
sacce:1376	K09554
sacce:777	K13303
sacce:3616	K04371
sacce:741	K06276
sacce:3191	K02991
sacce:2835	K03258
sacce:3201	K11584
sacce:3339	K07203
sacce:2048	K04079
sacce:3735	K04382

### 04152	AMPK signaling pathway
sacce:3735	K04382
sacce:3201	K11584
sacce:3339	K07203
sacce:6035	K07297
sacce:3860	K07297
sacce:3730	K19029
sacce:741	K06276
sacce:3621	K07905
sacce:4494	K07359
sacce:593	K07208
sacce:6044	K00693
sacce:3571	K03841
sacce:66	K00850
sacce:4378	K03234
sacce:153	K11262
sacce:2943	K07297
sacce:6614	K04382
sacce:4984	K06276
sacce:1370	K07203
sacce:939	K03456
sacce:4836	K11262
sacce:4816	K00693
sacce:190	K07204
sacce:5268	K06276
sacce:1619	K04354
sacce:3817	K07905
sacce:4533	K00850
sacce:2460	K00021
sacce:4503	K07297
sacce:1873	K00507
sacce:867	K07901
sacce:729	K19030
sacce:142	K00021
sacce:2788	K08272

### 04150	mTOR signaling pathway
sacce:3191	K02991
sacce:5273	K02145
sacce:5381	K14004
sacce:741	K06276
sacce:3616	K04371
sacce:2713	K02148
sacce:3339	K07203
sacce:1498	K08269
sacce:6005	K02149
sacce:1444	K02144
sacce:1591	K16185
sacce:2835	K03258
sacce:1231	K16186
sacce:6616	K03259
sacce:2199	K02152
sacce:756	K20406
sacce:1574	K02151
sacce:4335	K07827
sacce:2214	K20403
sacce:4863	K02147
sacce:593	K07208
sacce:6123	K02677
sacce:3832	K02150
sacce:5389	K20409
sacce:1370	K07203
sacce:2	K20408
sacce:1971	K20405
sacce:1364	K20407
sacce:2531	K02152
sacce:1620	K07827
sacce:5172	K14299
sacce:4984	K06276
sacce:1593	K03099
sacce:2788	K08272
sacce:4089	K11137
sacce:5158	K04371
sacce:5268	K06276
sacce:190	K07204
sacce:6	K04513
sacce:5928	K08266
sacce:536	K20404

### 04075	Plant hormone signal transduction

### 04080	Neuroactive ligand-receptor interaction

### 04060	Cytokine-cytokine receptor interaction

### 04512	ECM-receptor interaction

### 04514	Cell adhesion molecules (CAMs)

### 04144	Endocytosis
sacce:6483	K03283
sacce:6409	K04705
sacce:67	K07941
sacce:1920	K12488
sacce:1631	K12195
sacce:6479	K12182
sacce:2272	K18467
sacce:2785	K12187
sacce:6412	K05747
sacce:4894	K00889
sacce:6041	K12471
sacce:292	K10365
sacce:4588	K17917
sacce:2195	K12196
sacce:1792	K12472
sacce:2884	K12481
sacce:5705	K12184
sacce:5999	K12479
sacce:4902	K12471
sacce:4633	K18443
sacce:2876	K03283
sacce:966	K18466
sacce:5590	K10396
sacce:214	K05757
sacce:2955	K11839
sacce:6677	K12193
sacce:496	K15053
sacce:6545	K07937
sacce:4178	K07889
sacce:5454	K03283
sacce:3621	K07905
sacce:4957	K04646
sacce:2970	K18443
sacce:99	K12183
sacce:1066	K01115
sacce:3719	K19476
sacce:3367	K05758
sacce:3253	K12198
sacce:5906	K07889
sacce:1042	K11824
sacce:867	K07901
sacce:1192	K05754
sacce:6498	K12493
sacce:1940	K04393
sacce:2444	K12486
sacce:1776	K17918
sacce:2576	K12471
sacce:2839	K18442
sacce:5692	K05755
sacce:2823	K07937
sacce:5437	K11827
sacce:2716	K03283
sacce:5175	K12562
sacce:6	K04513
sacce:1897	K12200
sacce:3817	K07905
sacce:3760	K18468
sacce:595	K10591
sacce:2537	K12194
sacce:3312	K12189
sacce:3442	K03283
sacce:2862	K12191
sacce:4956	K12199
sacce:3658	K19475
sacce:5628	K07897
sacce:6274	K05756
sacce:3539	K12190
sacce:3088	K12492
sacce:4572	K17919
sacce:4556	K11839
sacce:108	K10364
sacce:2643	K12188
sacce:5251	K12197

### 04145	Phagosome
sacce:6005	K02149
sacce:1444	K02144
sacce:5906	K07889
sacce:2713	K02148
sacce:784	K03661
sacce:2903	K08492
sacce:4178	K07889
sacce:3309	K10089
sacce:5273	K02145
sacce:1393	K08488
sacce:3832	K02150
sacce:2628	K10956
sacce:4863	K02147
sacce:4480	K02154
sacce:6002	K10415
sacce:1574	K02151
sacce:2199	K02152
sacce:5112	K02146
sacce:5535	K08054
sacce:6479	K12182
sacce:4940	K02155
sacce:5601	K07342
sacce:5628	K07897
sacce:2531	K02152
sacce:3424	K00921
sacce:2498	K10956
sacce:5271	K09481
sacce:16	K09481
sacce:2757	K08517
sacce:6084	K05692
sacce:5577	K02155
sacce:6644	K08488
sacce:2414	K02154
sacce:5392	K07374
sacce:156	K10413
sacce:6427	K07375
sacce:349	K00914

### 04142	Lysosome
sacce:1170	K12389
sacce:5577	K02155
sacce:2414	K02154
sacce:4940	K02155
sacce:3873	K12391
sacce:6016	K12393
sacce:1826	K13289
sacce:4754	K12399
sacce:4634	K13289
sacce:4480	K02154
sacce:5112	K02146
sacce:1444	K02144
sacce:784	K03661
sacce:6267	K12385
sacce:3309	K10089
sacce:4957	K04646
sacce:6018	K01052
sacce:6502	K12386

### 04146	Peroxisome
sacce:1566	K01897
sacce:4538	K13346
sacce:5752	K00869
sacce:3040	K13239
sacce:957	K13237
sacce:3376	K00031
sacce:3748	K13345
sacce:1200	K13339
sacce:4860	K07513
sacce:3363	K03426
sacce:6611	K04565
sacce:1835	K15628
sacce:6036	K00624
sacce:3606	K06664
sacce:5115	K13343
sacce:305	K03781
sacce:89	K15628
sacce:1278	K13337
sacce:2836	K00624
sacce:4788	K00830
sacce:809	K13338
sacce:4425	K00031
sacce:698	K00031
sacce:1800	K13348
sacce:638	K03781
sacce:3372	K01897
sacce:6165	K00232
sacce:937	K13342
sacce:3994	K00624
sacce:2534	K01897
sacce:591	K13344
sacce:4669	K04564
sacce:1130	K04564
sacce:6536	K01897
sacce:1889	K04564
sacce:37	K13336
sacce:2203	K12261
sacce:4288	K13341

### 04140	Regulation of autophagy
sacce:2863	K04345
sacce:2032	K04345
sacce:190	K07204
sacce:1590	K17908
sacce:5268	K06276
sacce:5886	K08333
sacce:6414	K08331
sacce:5928	K08266
sacce:1670	K17906
sacce:2301	K03237
sacce:349	K00914
sacce:5158	K04371
sacce:6032	K08343
sacce:1054	K08341
sacce:1620	K07827
sacce:1017	K08337
sacce:5628	K07897
sacce:6614	K04382
sacce:4984	K06276
sacce:1370	K07203
sacce:5121	K04345
sacce:2687	K08334
sacce:593	K07208
sacce:4494	K07359
sacce:3708	K16196
sacce:2125	K17907
sacce:5531	K08342
sacce:1231	K16186
sacce:4196	K08336
sacce:4335	K07827
sacce:3319	K08339
sacce:3735	K04382
sacce:3339	K07203
sacce:256	K08852
sacce:1591	K16185
sacce:1498	K08269
sacce:741	K06276
sacce:3616	K04371

### 02030	Bacterial chemotaxis

### 02040	Flagellar assembly

### 04810	Regulation of actin cytoskeleton
sacce:1940	K04393
sacce:1593	K03099
sacce:1192	K05754
sacce:5158	K04371
sacce:5692	K05755
sacce:6	K04513
sacce:977	K05765
sacce:2919	K06269
sacce:6084	K05692
sacce:4350	K04409
sacce:3424	K00921
sacce:248	K05749
sacce:1620	K07827
sacce:6274	K05756
sacce:6600	K05767
sacce:4894	K00889
sacce:6412	K05747
sacce:4335	K07827
sacce:4241	K06269
sacce:3616	K04371
sacce:2514	K05759
sacce:214	K05757
sacce:3367	K05758
sacce:5160	K06269
sacce:4560	K06269

### 04110	Cell cycle
sacce:898	K06628
sacce:3573	K03351
sacce:173	K02212
sacce:3702	K03347
sacce:135	K06670
sacce:2748	K06671
sacce:4002	K03350
sacce:4222	K06636
sacce:1083	K02537
sacce:4247	K02605
sacce:3682	K03094
sacce:5924	K03355
sacce:3544	K03353
sacce:3584	K03363
sacce:5441	K03868
sacce:2689	K06634
sacce:4741	K02604
sacce:4885	K03348
sacce:4446	K02365
sacce:1604	K02603
sacce:497	K03352
sacce:3477	K03349
sacce:339	K03357
sacce:3722	K02209
sacce:3464	K02214
